house,money,location,house_info,house_type,part
合租 · 德安花园 4室1厅,1450,雨花台安德门,-14㎡南4室1厅1卫,single,雨花台
合租 · 七彩星城 4室1厅,1000,雨花台铁心桥,-14㎡南4室1厅1卫,single,雨花台
合租 · 晓村和苑西 4室1厅,970,雨花台铁心桥,-11㎡北4室1厅1卫,single,雨花台
合租 · 春江花园 3室1厅,1400,雨花台铁心桥,-25㎡南3室1厅1卫,single,雨花台
合租 · 春江花园 3室1厅,1400,雨花台铁心桥,-25㎡北3室1厅1卫,single,雨花台
合租 · 铁心大厦 7室1厅,1300,雨花台铁心桥,-20㎡南7室1厅7卫,single,雨花台
合租 · 龙凤园龙西路87号 4室1厅,1350,雨花台铁心桥,-25㎡南4室1厅1卫,single,雨花台
合租 · 亚东观樾 5室1厅,1200,雨花台能仁里,-10㎡西5室1厅1卫,single,雨花台
合租 · 晓村和苑西 4室1厅,950,雨花台铁心桥,-15㎡南4室1厅1卫,single,雨花台
合租 · 玉兰小区 4室1厅,1250,雨花台宁南,-18㎡南4室1厅1卫,single,雨花台
合租 · 玉兰小区 4室1厅,1050,雨花台宁南,-15㎡南4室1厅1卫,single,雨花台
合租 · 贾西新苑 4室1厅,1050,雨花台铁心桥,-10㎡北4室1厅1卫,single,雨花台
合租 · 晓村和苑西 4室1厅,1100,雨花台铁心桥,-22㎡北4室1厅1卫,single,雨花台
合租 · 晓村和苑西 4室1厅,870,雨花台铁心桥,-22㎡北4室1厅1卫,single,雨花台
合租 · 韩府新苑 4室1厅,950,雨花台铁心桥,-10㎡南4室1厅1卫,single,雨花台
合租 · 福润雅居樟香园 6室2厅 复式,500,雨花台铁心桥,-10㎡南6室2厅3卫,single,雨花台
合租 · 福润雅居樟香园 6室2厅 复式,550,雨花台铁心桥,-10㎡南6室2厅3卫,single,雨花台
合租 · 铁心桥大街6号 4室1厅,1300,雨花台铁心桥,-26㎡南4室1厅1卫,single,雨花台
合租 · 福润雅居樟香园 6室2厅 复式,1200,雨花台铁心桥,-25㎡南6室2厅3卫,single,雨花台
合租 · 和昌湾景 4室1厅,760,雨花台雨花台其它,-18㎡南4室1厅1卫,single,雨花台
合租 · 和昌湾景 4室1厅,660,雨花台雨花台其它,-15㎡南4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 3室1厅,1400,雨花台铁心桥,-25㎡南3室1厅1卫,single,雨花台
合租 · 蓝岸尚城 4室1厅,900,雨花台铁心桥,-16㎡西4室1厅1卫,single,雨花台
合租 · 晓村和苑西 3室1厅,1200,雨花台铁心桥,-18㎡北3室1厅1卫,single,雨花台
合租 · 晓村和苑西 3室1厅,1350,雨花台铁心桥,-20㎡南3室1厅1卫,single,雨花台
合租 · 晓村和苑西 4室1厅,970,雨花台铁心桥,-10㎡北4室1厅1卫,single,雨花台
合租 · 春江佳园 4室1厅,1100,雨花台铁心桥,-26㎡北4室1厅1卫,single,雨花台
合租 · 春江佳园 4室1厅,1500,雨花台铁心桥,-26㎡南4室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 3室1厅,1500,雨花台宁南,-25㎡南3室1厅1卫,single,雨花台
合租 · 春江新城沁顺坊 4室1厅,1000,雨花台铁心桥,-12㎡北4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 4室0厅,1050,雨花台铁心桥,-15㎡南4室0厅1卫,single,雨花台
合租 · 凤翔新城一期 4室0厅,1100,雨花台铁心桥,-15㎡南4室0厅1卫,single,雨花台
合租 · 凤翔山庄五区 4室1厅,1400,雨花台铁心桥,-30㎡南4室1厅2卫,single,雨花台
合租 · 春江佳园 3室1厅,1300,雨花台铁心桥,-23㎡南3室1厅1卫,single,雨花台
合租 · 春江佳园 4室2厅,1400,雨花台铁心桥,-26㎡南4室2厅1卫,single,雨花台
合租 · 春江新城韩府坊 5室1厅,1050,雨花台铁心桥,-11㎡南5室1厅1卫,single,雨花台
合租 · 春江新城韩府坊 3室1厅,1350,雨花台铁心桥,-17㎡南3室1厅1卫,single,雨花台
合租 · 春江新城沁顺坊 4室1厅,1200,雨花台铁心桥,-12㎡南4室1厅1卫,single,雨花台
合租 · 春江新城新河苑一期 4室1厅,1150,雨花台铁心桥,-10㎡南4室1厅1卫,single,雨花台
合租 · 春江新城新河苑一期 4室1厅,1150,雨花台铁心桥,-10㎡南4室1厅1卫,single,雨花台
合租 · 春江新城新河苑一期 3室1厅,1250,雨花台铁心桥,-12㎡南3室1厅1卫,single,雨花台
合租 · 春江新城新河苑一期 4室1厅,1050,雨花台铁心桥,-8㎡南4室1厅1卫,single,雨花台
合租 · 春江新城正和坊 4室1厅,900,雨花台铁心桥,-12㎡南4室1厅1卫,single,雨花台
合租 · 春江新城正和坊 4室1厅,1000,雨花台铁心桥,-16㎡南4室1厅1卫,single,雨花台
合租 · 凤翔花园 8室2厅,1050,雨花台铁心桥,-10㎡南8室2厅1卫,single,雨花台
合租 · 凤翔新城一期 4室1厅,1000,雨花台铁心桥,-6㎡南4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 3室1厅,1450,雨花台铁心桥,-12㎡南3室1厅1卫,single,雨花台
合租 · 凤翔新城一期 4室1厅,1250,雨花台铁心桥,-11㎡南4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 3室1厅,1300,雨花台铁心桥,-8㎡南3室1厅1卫,single,雨花台
合租 · 韩府茗苑 4室1厅,1200,雨花台铁心桥,-26㎡南4室1厅1卫,single,雨花台
合租 · 韩府山庄 7室2厅,1200,雨花台铁心桥,-12㎡南7室2厅2卫,single,雨花台
合租 · 韩府山庄 7室2厅,1050,雨花台铁心桥,-8㎡南7室2厅2卫,single,雨花台
合租 · 韩府山庄 7室2厅,850,雨花台铁心桥,-13㎡南7室2厅2卫,single,雨花台
合租 · 韩府新苑 3室1厅,850,雨花台铁心桥,-12㎡南3室1厅1卫,single,雨花台
合租 · 铁心大厦 7室1厅,1800,雨花台铁心桥,-30㎡南7室1厅7卫,single,雨花台
合租 · 铁心大厦 7室1厅,1800,雨花台铁心桥,-30㎡南7室1厅7卫,single,雨花台
合租 · 景明佳园咏景苑 3室1厅,1300,雨花台宁南,-15㎡南3室1厅1卫,single,雨花台
合租 · 莱蒙水榭阳光 5室1厅,1500,雨花台铁心桥,-14㎡南5室1厅2卫,single,雨花台
合租 · 莱蒙水榭阳光 5室1厅,1300,雨花台铁心桥,-9㎡南5室1厅2卫,single,雨花台
合租 · 莱蒙水榭阳光 5室1厅,950,雨花台铁心桥,-10㎡南5室1厅2卫,single,雨花台
合租 · 晓村和苑东 3室1厅,1250,雨花台铁心桥,-15㎡南3室1厅1卫,single,雨花台
合租 · 晓村和苑东 4室1厅,920,雨花台铁心桥,-10㎡南4室1厅1卫,single,雨花台
合租 · 七彩星城 4室2厅,1200,雨花台铁心桥,-11㎡南4室2厅1卫,single,雨花台
合租 · 七彩星城 4室2厅,1150,雨花台铁心桥,-15㎡南4室2厅1卫,single,雨花台
合租 · 龙凤园龙西路87号 4室1厅,1200,雨花台铁心桥,-20㎡南4室1厅1卫,single,雨花台
合租 · 龙凤园龙西路87号 4室1厅,1200,雨花台铁心桥,-20㎡南4室1厅1卫,single,雨花台
合租 · 春江新城沁顺坊 4室1厅,1500,雨花台铁心桥,-22㎡南4室1厅1卫,single,雨花台
合租 · 翠岛花城叠翠苑 8室0厅,720,雨花台宁南,-12㎡南8室0厅2卫,single,雨花台
合租 · 凤翔新城一期 4室0厅,1100,雨花台铁心桥,-15㎡南4室0厅1卫,single,雨花台
合租 · 刘家村6号 4室1厅,950,雨花台铁心桥,-14㎡东南4室1厅1卫,single,雨花台
合租 · 刘家村6号 4室1厅,950,雨花台铁心桥,-20㎡南4室1厅1卫,single,雨花台
合租 · 福润雅居樟香园 6室2厅 复式,1500,雨花台铁心桥,-22㎡南6室2厅3卫,single,雨花台
合租 · 福润雅居樟香园 6室2厅 复式,1000,雨花台铁心桥,-15㎡南6室2厅3卫,single,雨花台
合租 · 福润雅居樟香园 6室2厅 复式,900,雨花台铁心桥,-13㎡南6室2厅3卫,single,雨花台
合租 · 德安花园 4室1厅,1450,雨花台安德门,-16㎡南4室1厅1卫,single,雨花台
合租 · 德安花园 4室1厅,1500,雨花台安德门,-17㎡南4室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街16号 2室1厅,1600,雨花台宁南,-25㎡南2室1厅1卫,single,雨花台
合租 · 和昌湾景 4室1厅,860,雨花台雨花台其它,-18㎡南4室1厅1卫,single,雨花台
合租 · 和昌湾景 4室1厅,560,雨花台雨花台其它,-15㎡南4室1厅1卫,single,雨花台
合租 · 韩府新苑 3室1厅,1300,雨花台铁心桥,-20㎡南3室1厅1卫,single,雨花台
合租 · 翠岛花城芳庭居 4室1厅,1480,雨花台宁南,-25㎡南4室1厅1卫,single,雨花台
合租 · 梅苑小区 4室1厅,950,雨花台铁心桥,-20㎡南4室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 3室1厅,1600,雨花台宁南,-20㎡南3室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 3室1厅,1000,雨花台宁南,-13㎡南3室1厅1卫,single,雨花台
合租 · 凤翔新城一期 4室1厅,1150,雨花台铁心桥,-16㎡南4室1厅1卫,single,雨花台
合租 · 春江新城新河苑二期 4室1厅,1150,雨花台铁心桥,-10㎡南4室1厅1卫,single,雨花台
合租 · 凤翔花园 8室1厅,1150,雨花台铁心桥,-11㎡南8室1厅1卫,single,雨花台
合租 · 景明佳园映景苑 4室1厅 跃层,800,雨花台宁南,-8㎡东4室1厅1卫,single,雨花台
合租 · 亚东国际公寓 7室1厅,800,雨花台能仁里,-15㎡北7室1厅2卫,single,雨花台
合租 · 时光澔韵 8室1厅,600,雨花台小行,-10㎡北8室1厅2卫,single,雨花台
合租 · 凤凰和美 7室0厅,1500,雨花台能仁里,-25㎡南7室0厅2卫,single,雨花台
合租 · 龙凤园龙西路87号 4室1厅,1050,雨花台铁心桥,-18㎡西北4室1厅1卫,single,雨花台
合租 · 双龙嘉园梅香路5号 3室1厅,1550,雨花台宁南,-25㎡南3室1厅1卫,single,雨花台
合租 · 绿岛华庭 4室1厅,2200,雨花台能仁里,-15㎡南4室1厅2卫,single,雨花台
合租 · 蓝岸尚城 4室1厅,1300,雨花台铁心桥,-24㎡南4室1厅2卫,single,雨花台
合租 · 双龙嘉园石华街15号 4室1厅,1300,雨花台宁南,-15㎡南4室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 4室1厅,1200,雨花台宁南,-16㎡南4室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 3室1厅,1350,雨花台宁南,-20㎡南3室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街16号 2室1厅,1350,雨花台宁南,-18㎡南2室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街16号 4室1厅,1700,雨花台宁南,-17㎡南4室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街16号 3室1厅,1250,雨花台宁南,-18㎡南3室1厅1卫,single,雨花台
合租 · 凤翔山庄五区 4室1厅,1450,雨花台铁心桥,-30㎡南4室1厅2卫,single,雨花台
合租 · 康盛花园 4室1厅,1200,雨花台宁南,-23㎡南4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 4室1厅,1050,雨花台铁心桥,-17㎡南4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 3室1厅,1300,雨花台铁心桥,-20㎡南3室1厅1卫,single,雨花台
合租 · 凤翔新城一期 3室1厅,1200,雨花台铁心桥,-25㎡西3室1厅1卫,single,雨花台
合租 · 凤翔花园 4室1厅,1000,雨花台铁心桥,-18㎡北4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 4室1厅,1050,雨花台铁心桥,-18㎡北4室1厅1卫,single,雨花台
合租 · 广厦嘉苑 4室1厅,1400,雨花台雨花新村,-18㎡南4室1厅1卫,single,雨花台
合租 · 亚东国际公寓 5室1厅,1575,雨花台能仁里,-25㎡南5室1厅1卫,single,雨花台
合租 · 春江花园 5室1厅,800,雨花台铁心桥,-10㎡东5室1厅1卫,single,雨花台
合租 · 时光澔韵 8室1厅,1600,雨花台小行,-30㎡南8室1厅2卫,single,雨花台
合租 · 七彩星城 3室1厅,1480,雨花台铁心桥,-22㎡南3室1厅1卫,single,雨花台
合租 · 德安花园 4室1厅,1550,雨花台安德门,-15㎡南4室1厅1卫,single,雨花台
合租 · 德安花园 4室1厅,1450,雨花台安德门,-14㎡南4室1厅1卫,single,雨花台
合租 · 凤翔山庄一区 5室1厅,750,雨花台铁心桥,-16㎡北5室1厅1卫,single,雨花台
合租 · 花雨南庭 4室1厅,1300,雨花台洪家园,-12㎡北4室1厅1卫,single,雨花台
合租 · 春江新城牛首坊 4室1厅,1450,雨花台铁心桥,-22㎡南4室1厅1卫,single,雨花台
合租 · 东升裕园 4室1厅,1010,雨花台铁心桥,-18㎡南4室1厅1卫,single,雨花台
合租 · 凤翔花园 4室1厅,1000,雨花台铁心桥,-16㎡南4室1厅2卫,single,雨花台
合租 · 凤翔花园 4室2厅,1850,雨花台铁心桥,-50㎡北4室2厅2卫,single,雨花台
合租 · 七彩星城 3室1厅,1050,雨花台铁心桥,-12㎡南3室1厅1卫,single,雨花台
合租 · 时光澔韵 4室1厅,1350,雨花台小行,-12㎡南4室1厅1卫,single,雨花台
合租 · 双龙嘉园梅香路5号 3室1厅,1550,雨花台宁南,-15㎡南3室1厅1卫,single,雨花台
合租 · 双龙嘉园梅香路5号 3室1厅,1300,雨花台宁南,-10㎡南3室1厅1卫,single,雨花台
合租 · 景明佳园拾景苑 3室1厅,1200,雨花台宁南,-15㎡东南3室1厅1卫,single,雨花台
合租 · 春江佳园 8室2厅 跃层,600,雨花台铁心桥,-12㎡南8室2厅2卫,single,雨花台
合租 · 韩府新苑 3室1厅,1300,雨花台铁心桥,-18㎡南3室1厅1卫,single,雨花台
合租 · 韩府新苑 3室1厅,900,雨花台铁心桥,-14㎡北3室1厅1卫,single,雨花台
合租 · 春江新城鸿觉坊 5室1厅,1080,雨花台铁心桥,-13㎡南5室1厅2卫,single,雨花台
合租 · 翠岭银河 1室1厅 1100元,1100,雨花台铁心桥,-15㎡北1室1厅1卫,single,雨花台
合租 · 花雨南庭 4室1厅,1600,雨花台洪家园,-15㎡南4室1厅1卫,single,雨花台
合租 · 宏图上水庭院 4室1厅,1600,雨花台宁南,-16㎡南4室1厅1卫,single,雨花台
合租 · 春江新城鸿觉坊 5室1厅,1080,雨花台铁心桥,-13㎡南5室1厅2卫,single,雨花台
合租 · 凤翔新城一期 3室1厅,1300,雨花台铁心桥,-24㎡南3室1厅1卫,single,雨花台
合租 · 春江佳园 5室1厅,1080,雨花台铁心桥,-18㎡北5室1厅2卫,single,雨花台
合租 · 春江新城牛首坊 4室1厅,1300,雨花台铁心桥,-24㎡南4室1厅1卫,single,雨花台
合租 · 翠岛花城水芙苑 4室1厅,1650,雨花台宁南,-18㎡南4室1厅1卫,single,雨花台
合租 · 东升裕园 4室1厅,810,雨花台铁心桥,-12㎡北4室1厅1卫,single,雨花台
合租 · 东升裕园 4室1厅,710,雨花台铁心桥,-10㎡北4室1厅1卫,single,雨花台
合租 · 东升裕园 4室1厅,910,雨花台铁心桥,-15㎡南4室1厅1卫,single,雨花台
合租 · 晓村和苑西 3室1厅,870,雨花台铁心桥,-13㎡南3室1厅1卫,single,雨花台
合租 · 凤翔新城一期 4室1厅,1100,雨花台铁心桥,-12㎡南4室1厅1卫,single,雨花台
合租 · 春江新城新河苑一期 4室1厅,1100,雨花台铁心桥,-10㎡北4室1厅1卫,single,雨花台
合租 · 韩府山庄 4室1厅,1300,雨花台铁心桥,-13㎡南4室1厅1卫,single,雨花台
合租 · 韩府山庄 4室1厅,1150,雨花台铁心桥,-10㎡北4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 4室1厅,1350,雨花台铁心桥,-12㎡南4室1厅1卫,single,雨花台
合租 · 雨花南路 4室1厅,1100,雨花台雨花新村,-26㎡北4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 3室1厅,1450,雨花台铁心桥,-12㎡南3室1厅1卫,single,雨花台
合租 · 贾西新苑 4室1厅,1000,雨花台铁心桥,-10㎡北4室1厅1卫,single,雨花台
合租 · 春江新城沁顺坊 4室1厅,1300,雨花台铁心桥,-12㎡南4室1厅1卫,single,雨花台
合租 · 春江新城新河苑二期 4室1厅,1250,雨花台铁心桥,-11㎡南4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 3室1厅,1550,雨花台铁心桥,-13㎡南3室1厅1卫,single,雨花台
合租 · 七彩星城 4室1厅,1300,雨花台铁心桥,-11㎡南4室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 4室1厅,1500,雨花台宁南,-15㎡南4室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 3室1厅,1600,雨花台宁南,-20㎡南3室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 3室1厅,1300,雨花台宁南,-16㎡南3室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 2室1厅,1200,雨花台宁南,-15㎡南2室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 3室1厅,1100,雨花台宁南,-12㎡北3室1厅1卫,single,雨花台
合租 · 菊花新村二村 3室1厅,1400,雨花台小行,-30㎡南3室1厅1卫,single,雨花台
合租 · 凤翔新城一期 4室0厅,1150,雨花台铁心桥,-18㎡南4室0厅1卫,single,雨花台
合租 · 春江佳园 5室2厅 复式,1300,雨花台铁心桥,-18㎡南5室2厅2卫,single,雨花台
合租 · 景明佳园秋景苑 4室1厅 跃层,1250,雨花台宁南,-20㎡南4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 3室1厅,1300,雨花台铁心桥,-11㎡南3室1厅1卫,single,雨花台
合租 · 凤翔新城一期 3室1厅,1050,雨花台铁心桥,-6㎡南3室1厅1卫,single,雨花台
合租 · 铁心大厦 7室1厅,1500,雨花台铁心桥,-25㎡南7室1厅7卫,single,雨花台
合租 · 铁心大厦 7室1厅,1300,雨花台铁心桥,-20㎡南7室1厅7卫,single,雨花台
合租 · 绿岛华庭 4室1厅,2400,雨花台能仁里,-20㎡南4室1厅2卫,single,雨花台
合租 · 绿岛华庭 4室1厅,2200,雨花台能仁里,-25㎡南4室1厅2卫,single,雨花台
合租 · 牛首新城 4室1厅,1100,雨花台铁心桥,-25㎡南4室1厅1卫,single,雨花台
合租 · 刘家村6号 4室1厅,950,雨花台铁心桥,-20㎡东南4室1厅1卫,single,雨花台
合租 · 春江新城韩府坊 4室1厅,1300,雨花台铁心桥,-24㎡南4室1厅1卫,single,雨花台
合租 · 春江新城韩府坊 4室1厅,1200,雨花台铁心桥,-23㎡北4室1厅1卫,single,雨花台
合租 · 菊花新村二村 3室1厅,1000,雨花台小行,-20㎡西北3室1厅1卫,single,雨花台
合租 · 菊花新村二村 3室1厅,1200,雨花台小行,-25㎡南3室1厅1卫,single,雨花台
合租 · 凤翔山庄五区 4室1厅,1000,雨花台铁心桥,-15㎡北4室1厅2卫,single,雨花台
合租 · 福润雅居樟香园 3室1厅,1100,雨花台铁心桥,-26㎡南3室1厅1卫,single,雨花台
合租 · 凤翔新城一期 4室1厅,1150,雨花台铁心桥,-16㎡南4室1厅1卫,single,雨花台
合租 · 春江新城新河苑二期 4室1厅,1250,雨花台铁心桥,-10㎡北4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 4室1厅,1100,雨花台铁心桥,-10㎡北4室1厅1卫,single,雨花台
合租 · 晓村和苑西 3室1厅,1200,雨花台铁心桥,-10㎡南3室1厅1卫,single,雨花台
合租 · 凤翔新城一期 3室1厅,1150,雨花台铁心桥,-10㎡北3室1厅1卫,single,雨花台
合租 · 晓村和苑西 3室1厅,1300,雨花台铁心桥,-18㎡南3室1厅1卫,single,雨花台
合租 · 七彩星城 4室1厅,1250,雨花台铁心桥,-15㎡北4室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 3室1厅,1200,雨花台宁南,-20㎡南3室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 3室1厅,1000,雨花台宁南,-13㎡南3室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 4室1厅,1300,雨花台宁南,-17㎡南4室1厅1卫,single,雨花台
合租 · 双龙嘉园石华街15号 2室1厅,1350,雨花台宁南,-18㎡南2室1厅1卫,single,雨花台
合租 · 花雨南庭 4室1厅,1300,雨花台洪家园,-20㎡北4室1厅1卫,single,雨花台
合租 · 春江新城正和坊 4室1厅,900,雨花台铁心桥,-12㎡南4室1厅1卫,single,雨花台
合租 · 双龙嘉园梅香路5号 3室1厅,1400,雨花台宁南,-22㎡南3室1厅1卫,single,雨花台
合租 · 铁心桥大街4号 4室1厅,1400,雨花台铁心桥,-25㎡南4室1厅2卫,single,雨花台
合租 · 晓村和苑西 3室2厅,1250,雨花台铁心桥,-15㎡南3室2厅1卫,single,雨花台
合租 · 花雨南庭 4室1厅,1300,雨花台洪家园,-20㎡南4室1厅1卫,single,雨花台
合租 · 能仁里16号 3室1厅,1400,雨花台雨花新村,-22㎡南3室1厅1卫,single,雨花台
合租 · 凤翔山庄五区 4室1厅,1200,雨花台铁心桥,-18㎡东4室1厅2卫,single,雨花台
合租 · 翠岛花城芳庭居 4室1厅,1500,雨花台宁南,-25㎡南4室1厅1卫,single,雨花台
合租 · 景明佳园映景苑 3室1厅,1250,雨花台宁南,-20㎡南3室1厅1卫,single,雨花台
合租 · 凤翔新城一期 4室1厅,1150,雨花台铁心桥,-16㎡南4室1厅1卫,single,雨花台
合租 · 翠岛花城芳庭居 4室1厅,1500,雨花台宁南,-15㎡南4室1厅1卫,single,雨花台
合租 · 时光澔韵 7室0厅,1300,雨花台小行,-25㎡南7室0厅1卫,single,雨花台
合租 · 凤翔花园 4室2厅,800,雨花台铁心桥,-12㎡北4室2厅2卫,single,雨花台
合租 · 宁南汽配城 4室1厅,1450,雨花台宁南,-15㎡南4室1厅1卫,single,雨花台
合租 · 阅城国际花园怡然园 4室1厅,1550,雨花台宁南,-15㎡南4室1厅1卫,single,雨花台
合租 · 安德门15号 4室1厅,1600,雨花台雨花新村,-15㎡南4室1厅1卫,single,雨花台
合租 · 七彩星城 4室1厅,1500,雨花台铁心桥,-20㎡南4室1厅1卫,single,雨花台
合租 · 翠岛花城水芙苑 4室1厅,1650,雨花台宁南,-14㎡南4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 4室1厅,1000,雨花台铁心桥,-15㎡北4室1厅1卫,single,雨花台
合租 · 德安花园 4室1厅,1650,雨花台安德门,-15㎡南4室1厅1卫,single,雨花台
合租 · 广厦嘉苑 4室1厅,1800,雨花台雨花新村,-16㎡南4室1厅1卫,single,雨花台
合租 · 广厦嘉苑 4室1厅,1500,雨花台雨花新村,-14㎡南4室1厅1卫,single,雨花台
合租 · 春江新城鸿觉坊 5室1厅,1080,雨花台铁心桥,-15㎡南5室1厅2卫,single,雨花台
合租 · 春江新城鸿觉坊 5室1厅,1080,雨花台铁心桥,-13㎡南5室1厅2卫,single,雨花台
合租 · 凤翔花园 6室1厅,1100,雨花台铁心桥,-16㎡南6室1厅1卫,single,雨花台
合租 · 普德村132号 4室1厅,800,雨花台雨花新村,-10㎡北4室1厅1卫,single,雨花台
合租 · 花神美境 4室1厅,1150,雨花台宁南,-10㎡南4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 3室1厅,1888,雨花台铁心桥,-20㎡南3室1厅3卫,single,雨花台
合租 · 凤翔新城二期 4室0厅,1900,雨花台铁心桥,-25㎡南4室0厅1卫,single,雨花台
合租 · 东升裕园 4室1厅,1550,雨花台铁心桥,-18㎡南4室1厅1卫,single,雨花台
合租 · 郁金香花苑 4室1厅 复式,1500,雨花台宁南,-20㎡南4室1厅1卫,single,雨花台
合租 · 银杏山庄 5室2厅 复式,850,雨花台铁心桥,-10㎡南5室2厅2卫,single,雨花台
合租 · 七彩星城 4室1厅,1150,雨花台铁心桥,-15㎡南4室1厅1卫,single,雨花台
合租 · 春江新城韩府坊 4室1厅,1200,雨花台铁心桥,-20㎡南4室1厅2卫,single,雨花台
合租 · 银杏山庄 4室1厅,1000,雨花台铁心桥,-15㎡南4室1厅1卫,single,雨花台
合租 · 凤翔新城一期 3室1厅,1700,雨花台铁心桥,-20㎡东3室1厅3卫,single,雨花台
合租 · 凤翔花园 4室2厅 跃层,1400,雨花台铁心桥,-25㎡南4室2厅2卫,single,雨花台
合租 · 益居园 5室1厅,1350,雨花台安德门,-20㎡西5室1厅1卫,single,雨花台
合租 · 翠岛花城芳庭居 3室1厅,1300,雨花台宁南,-28㎡南3室1厅1卫,single,雨花台
合租 · 和昌湾景 4室1厅,1200,雨花台雨花台其它,-18㎡南4室1厅1卫,single,雨花台
合租 · 翠岛花城芳庭居 4室1厅,900,雨花台宁南,-15㎡西4室1厅1卫,single,雨花台
合租 · 翠岛花城芳庭居 4室1厅,1499,雨花台宁南,-22㎡南4室1厅1卫,single,雨花台
合租 · 翠岛花城芳庭居 4室1厅,900,雨花台宁南,-10㎡北4室1厅1卫,single,雨花台
合租 · 春江佳园 7室2厅 跃层,400,雨花台铁心桥,-10㎡北7室2厅2卫,single,雨花台
合租 · 亚东国际公寓 6室1厅,1000,雨花台能仁里,-20㎡南6室1厅1卫,single,雨花台
合租 · 名城世家花园 7室0厅,600,雨花台小行,-8㎡北7室0厅1卫,single,雨花台
合租 · 福润雅居樟香园 5室1厅,1500,雨花台铁心桥,-20㎡南5室1厅1卫,single,雨花台
合租 · 康润园 5室1厅,850,雨花台安德门,-8㎡5室1厅3卫,single,雨花台
合租 · 亚东观樾 4室1厅,1600,雨花台能仁里,-15㎡南4室1厅1卫,single,雨花台
合租 · 七彩星城 4室1厅,950,雨花台铁心桥,-16㎡南4室1厅1卫,single,雨花台
合租 · 七彩星城 4室1厅,1200,雨花台铁心桥,-12㎡南4室1厅1卫,single,雨花台
合租 · 七彩星城 4室1厅,950,雨花台铁心桥,-16㎡南4室1厅1卫,single,雨花台
合租 · 七彩星城 4室1厅,1200,雨花台铁心桥,-18㎡南4室1厅1卫,single,雨花台
合租 · 七彩星城 4室1厅,1200,雨花台铁心桥,-18㎡南4室1厅1卫,single,雨花台
合租 · 七彩星城 4室1厅,1050,雨花台铁心桥,-12㎡南4室1厅1卫,single,雨花台
合租 · 晓村和苑西 4室1厅,950,雨花台铁心桥,-15㎡南4室1厅1卫,single,雨花台
合租 · 德安花园 2室1厅 跃层,1400,雨花台安德门,-30㎡南2室1厅1卫,single,雨花台
合租 · 绿岛华庭 4室1厅,2400,雨花台能仁里,-20㎡南4室1厅2卫,single,雨花台
合租 · 铁心桥大街4号 4室1厅 复式,1400,雨花台铁心桥,-20㎡南4室1厅2卫,single,雨花台
合租 · 时光澔韵 6室1厅,1050,雨花台小行,-20㎡北6室1厅1卫,single,雨花台
合租 · 春江新城鸿觉坊 4室1厅,1000,雨花台铁心桥,-15㎡北4室1厅1卫,single,雨花台
合租 · 春江新城鸿觉坊 4室1厅,1200,雨花台铁心桥,-19㎡南4室1厅1卫,single,雨花台
合租 · 凤翔山庄一区 3室1厅,1100,雨花台铁心桥,-20㎡北3室1厅1卫,single,雨花台
合租 · 东升裕园 4室1厅,928,雨花台铁心桥,-10㎡北4室1厅1卫,single,雨花台
合租 · 东升裕园 4室1厅,950,雨花台铁心桥,-11㎡北4室1厅1卫,single,雨花台
合租 · 东升裕园 4室1厅,1250,雨花台铁心桥,-14㎡南4室1厅1卫,single,雨花台
合租 · 双龙嘉园梅香路5号 3室1厅,1550,雨花台宁南,-25㎡南3室1厅1卫,single,雨花台
合租 · 郁金香花苑 4室1厅 复式,1155,雨花台宁南,-17㎡北4室1厅1卫,single,雨花台
